PREPRINT_DOI,CITATION_INTERVAL,CITATIONS,LOG_CITATIONS
10.1101/056010,0,0,0
10.1101/056010,1,0,0
10.1101/056010,2,0,0
10.1101/056010,3,0,0
10.1101/056010,4,0,0
10.1101/056010,5,0,0
10.1101/056010,6,0,0
10.1101/056010,7,0,0
10.1101/056010,8,0,0
10.1101/056010,9,0,0
10.1101/056010,10,0,0
10.1101/056010,11,0,0
10.1101/056044,-8,0,0
10.1101/056044,-7,0,0
10.1101/056044,-6,0,0
10.1101/056044,-5,0,0
10.1101/056044,-4,0,0
10.1101/056044,-3,0,0
10.1101/056044,-2,0,0
10.1101/056044,-1,0,0
10.1101/056044,0,1,0.6931471805599453
10.1101/056044,1,0,0
10.1101/056044,2,0,0
10.1101/056044,3,0,0
10.1101/056044,4,0,0
10.1101/056044,5,0,0
10.1101/056044,6,0,0
10.1101/056044,7,0,0
10.1101/056044,8,0,0
10.1101/056044,9,0,0
10.1101/056044,10,0,0
10.1101/056044,11,0,0
10.1101/056051,-5,0,0
10.1101/056051,-4,0,0
10.1101/056051,-3,0,0
10.1101/056051,-2,0,0
10.1101/056051,-1,0,0
10.1101/056051,0,0,0
10.1101/056051,1,0,0
10.1101/056051,2,0,0
10.1101/056051,3,0,0
10.1101/056051,4,0,0
10.1101/056051,5,0,0
10.1101/056051,6,0,0
10.1101/056051,7,0,0
10.1101/056051,8,0,0
10.1101/056051,9,0,0
10.1101/056051,10,0,0
10.1101/056051,11,0,0
10.1101/056051,12,0,0
10.1101/056051,13,0,0
10.1101/056069,-2,0,0
10.1101/056069,-1,0,0
10.1101/056069,0,0,0
10.1101/056069,1,0,0
10.1101/056069,2,0,0
10.1101/056069,3,0,0
10.1101/056069,4,0,0
10.1101/056069,5,0,0
10.1101/056069,6,0,0
10.1101/056069,7,0,0
10.1101/056069,8,0,0
10.1101/056069,9,0,0
10.1101/056069,10,0,0
10.1101/056069,11,0,0
10.1101/056069,12,0,0
10.1101/056069,13,0,0
10.1101/056069,14,0,0
10.1101/056069,15,0,0
10.1101/056069,16,0,0
10.1101/056069,17,0,0
10.1101/056085,-5,0,0
10.1101/056085,-4,0,0
10.1101/056085,-3,0,0
10.1101/056085,-2,0,0
10.1101/056085,-1,0,0
10.1101/056085,0,0,0
10.1101/056085,1,0,0
10.1101/056085,2,0,0
10.1101/056085,3,0,0
10.1101/056085,4,0,0
10.1101/056085,5,0,0
10.1101/056085,6,0,0
10.1101/056085,7,0,0
10.1101/056085,8,0,0
10.1101/056085,9,0,0
10.1101/056085,10,0,0
10.1101/056085,11,0,0
10.1101/056085,12,0,0
10.1101/056085,13,0,0
10.1101/056085,14,0,0
10.1101/056093,-12,0,0
10.1101/056093,-11,0,0
10.1101/056093,-10,0,0
10.1101/056093,-9,0,0
10.1101/056093,-8,0,0
10.1101/056093,-7,0,0
10.1101/056093,-6,0,0
10.1101/056093,-5,0,0
10.1101/056093,-4,0,0
10.1101/056093,-3,1,0.6931471805599453
10.1101/056093,-2,0,0
10.1101/056093,-1,0,0
10.1101/056093,0,0,0
10.1101/056101,-8,0,0
10.1101/056101,-7,0,0
10.1101/056101,-6,0,0
10.1101/056101,-5,0,0
10.1101/056101,-4,0,0
10.1101/056101,-3,0,0
10.1101/056101,-2,0,0
10.1101/056101,-1,0,0
10.1101/056101,0,0,0
10.1101/056101,1,0,0
10.1101/056101,2,0,0
10.1101/056101,3,1,0.6931471805599453
10.1101/056101,4,0,0
10.1101/056101,5,0,0
10.1101/056101,6,0,0
10.1101/056101,7,0,0
10.1101/056101,8,0,0
10.1101/056101,9,0,0
10.1101/056101,10,0,0
10.1101/056101,11,0,0
10.1101/056119,-3,0,0
10.1101/056119,-2,0,0
10.1101/056119,-1,0,0
10.1101/056119,0,0,0
10.1101/056119,1,0,0
10.1101/056119,2,0,0
10.1101/056119,3,0,0
10.1101/056119,4,0,0
10.1101/056119,5,0,0
10.1101/056119,6,0,0
10.1101/056119,7,0,0
10.1101/056119,8,0,0
10.1101/056119,9,0,0
10.1101/056119,10,0,0
10.1101/056119,11,0,0
10.1101/056119,12,0,0
10.1101/056119,13,0,0
10.1101/056119,14,0,0
10.1101/056119,15,0,0
10.1101/056119,16,0,0
10.1101/056143,-7,0,0
10.1101/056143,-6,0,0
10.1101/056143,-5,0,0
10.1101/056143,-4,0,0
10.1101/056143,-3,0,0
10.1101/056143,-2,0,0
10.1101/056143,-1,0,0
10.1101/056143,0,0,0
10.1101/056143,1,0,0
10.1101/056143,2,0,0
10.1101/056143,3,0,0
10.1101/056143,4,0,0
10.1101/056143,5,0,0
10.1101/056143,6,0,0
10.1101/056143,7,0,0
10.1101/056143,8,0,0
10.1101/056143,9,0,0
10.1101/056143,10,0,0
10.1101/056143,11,0,0
10.1101/056143,12,0,0
10.1101/056150,-10,0,0
10.1101/056150,-9,0,0
10.1101/056150,-8,0,0
10.1101/056150,-7,0,0
10.1101/056150,-6,0,0
10.1101/056150,-5,0,0
10.1101/056150,-4,0,0
10.1101/056150,-3,0,0
10.1101/056150,-2,0,0
10.1101/056150,-1,0,0
10.1101/056150,0,0,0
10.1101/056150,1,0,0
10.1101/056150,2,0,0
10.1101/056150,3,0,0
10.1101/056150,4,0,0
10.1101/056150,5,0,0
10.1101/056150,6,0,0
10.1101/056150,7,0,0
10.1101/056150,8,0,0
10.1101/056150,9,0,0
10.1101/056168,-6,0,0
10.1101/056168,-5,0,0
10.1101/056168,-4,0,0
10.1101/056168,-3,0,0
10.1101/056168,-2,0,0
10.1101/056168,-1,0,0
10.1101/056168,0,0,0
10.1101/056168,1,0,0
10.1101/056168,2,0,0
10.1101/056168,3,0,0
10.1101/056168,4,0,0
10.1101/056168,5,0,0
10.1101/056168,6,0,0
10.1101/056168,7,0,0
10.1101/056168,8,0,0
10.1101/056168,9,0,0
10.1101/056168,10,0,0
10.1101/056168,11,0,0
10.1101/056168,12,0,0
10.1101/056168,13,0,0
10.1101/056200,-7,0,0
10.1101/056200,-6,0,0
10.1101/056200,-5,0,0
10.1101/056200,-4,0,0
10.1101/056200,-3,0,0
10.1101/056200,-2,0,0
10.1101/056200,-1,0,0
10.1101/056200,0,0,0
10.1101/056200,1,0,0
10.1101/056200,2,0,0
10.1101/056200,3,0,0
10.1101/056200,4,0,0
10.1101/056200,5,0,0
10.1101/056200,6,0,0
10.1101/056200,7,0,0
10.1101/056200,8,0,0
10.1101/056200,9,0,0
10.1101/056200,10,0,0
10.1101/056200,11,0,0
10.1101/056200,12,0,0
10.1101/056267,-4,0,0
10.1101/056267,-3,0,0
10.1101/056267,-2,0,0
10.1101/056267,-1,0,0
10.1101/056267,0,0,0
10.1101/056267,1,0,0
10.1101/056267,2,0,0
10.1101/056267,3,0,0
10.1101/056267,4,0,0
10.1101/056267,5,0,0
10.1101/056267,6,0,0
10.1101/056267,7,0,0
10.1101/056267,8,0,0
10.1101/056267,9,0,0
10.1101/056267,10,0,0
10.1101/056267,11,0,0
10.1101/056267,12,0,0
10.1101/056267,13,0,0
10.1101/056267,14,0,0
10.1101/056267,15,0,0
10.1101/056275,-3,0,0
10.1101/056275,-2,0,0
10.1101/056275,-1,0,0
10.1101/056275,0,0,0
10.1101/056275,1,0,0
10.1101/056275,2,0,0
10.1101/056275,3,0,0
10.1101/056275,4,0,0
10.1101/056275,5,0,0
10.1101/056275,6,0,0
10.1101/056275,7,0,0
10.1101/056275,8,0,0
10.1101/056275,9,0,0
10.1101/056275,10,0,0
10.1101/056275,11,0,0
10.1101/056275,12,0,0
10.1101/056275,13,0,0
10.1101/056275,14,0,0
10.1101/056275,15,0,0
10.1101/056275,16,0,0
10.1101/056283,-10,0,0
10.1101/056283,-9,0,0
10.1101/056283,-8,0,0
10.1101/056283,-7,0,0
10.1101/056283,-6,0,0
10.1101/056283,-5,0,0
10.1101/056283,-4,0,0
10.1101/056283,-3,0,0
10.1101/056283,-2,0,0
10.1101/056283,-1,0,0
10.1101/056283,0,0,0
10.1101/056283,1,0,0
10.1101/056283,2,0,0
10.1101/056283,3,0,0
10.1101/056283,4,0,0
10.1101/056283,5,0,0
10.1101/056283,6,0,0
10.1101/056283,7,0,0
10.1101/056283,8,0,0
10.1101/056283,9,0,0
10.1101/056291,-5,0,0
10.1101/056291,-4,0,0
10.1101/056291,-3,0,0
10.1101/056291,-2,1,0.6931471805599453
10.1101/056291,-1,0,0
10.1101/056291,0,0,0
10.1101/056291,1,0,0
10.1101/056291,2,0,0
10.1101/056291,3,0,0
10.1101/056291,4,0,0
10.1101/056291,5,0,0
10.1101/056291,6,0,0
10.1101/056291,7,0,0
10.1101/056291,8,0,0
10.1101/056291,9,0,0
10.1101/056291,10,0,0
10.1101/056291,11,0,0
10.1101/056291,12,0,0
10.1101/056291,13,0,0
10.1101/056291,14,0,0
10.1101/056317,-10,0,0
10.1101/056317,-9,0,0
10.1101/056317,-8,0,0
10.1101/056317,-7,0,0
10.1101/056317,-6,0,0
10.1101/056317,-5,0,0
10.1101/056317,-4,0,0
10.1101/056317,-3,0,0
10.1101/056317,-2,0,0
10.1101/056317,-1,0,0
10.1101/056317,0,0,0
10.1101/056317,1,0,0
10.1101/056317,2,0,0
10.1101/056317,3,0,0
10.1101/056317,4,0,0
10.1101/056317,5,0,0
10.1101/056317,6,0,0
10.1101/056317,7,0,0
10.1101/056317,8,0,0
10.1101/056317,9,0,0
10.1101/056325,-12,0,0
10.1101/056325,-11,0,0
10.1101/056325,-10,0,0
10.1101/056325,-9,0,0
10.1101/056325,-8,0,0
10.1101/056325,-7,0,0
10.1101/056325,-6,0,0
10.1101/056325,-5,0,0
10.1101/056325,-4,0,0
10.1101/056325,-3,0,0
10.1101/056325,-2,0,0
10.1101/056325,-1,0,0
10.1101/056325,0,0,0
10.1101/056325,1,0,0
10.1101/056325,2,0,0
10.1101/056366,-4,0,0
10.1101/056366,-3,0,0
10.1101/056366,-2,0,0
10.1101/056366,-1,0,0
10.1101/056366,0,0,0
10.1101/056366,1,0,0
10.1101/056366,2,0,0
10.1101/056366,3,0,0
10.1101/056366,4,0,0
10.1101/056366,5,0,0
10.1101/056366,6,0,0
10.1101/056366,7,0,0
10.1101/056366,8,0,0
10.1101/056366,9,0,0
10.1101/056366,10,0,0
10.1101/056366,11,0,0
10.1101/056366,12,0,0
10.1101/056366,13,0,0
10.1101/056366,14,0,0
10.1101/056366,15,0,0
10.1101/056457,0,0,0
10.1101/056457,1,0,0
10.1101/056457,2,0,0
10.1101/056457,3,0,0
10.1101/056457,4,0,0
10.1101/056457,5,0,0
10.1101/056457,6,0,0
10.1101/056457,7,0,0
10.1101/056457,8,0,0
10.1101/056457,9,0,0
10.1101/056457,10,0,0
10.1101/056457,11,0,0
10.1101/056457,12,0,0
10.1101/056457,13,0,0
10.1101/056457,14,0,0
10.1101/056457,15,0,0
10.1101/056457,16,0,0
10.1101/056457,17,0,0
10.1101/056457,18,0,0
10.1101/056465,-3,0,0
10.1101/056465,-2,0,0
10.1101/056465,-1,0,0
10.1101/056465,0,0,0
10.1101/056465,1,0,0
10.1101/056465,2,0,0
10.1101/056465,3,0,0
10.1101/056465,4,0,0
10.1101/056465,5,0,0
10.1101/056465,6,0,0
10.1101/056465,7,0,0
10.1101/056465,8,0,0
10.1101/056465,9,0,0
10.1101/056465,10,0,0
10.1101/056465,11,0,0
10.1101/056465,12,0,0
10.1101/056465,13,0,0
10.1101/056465,14,0,0
10.1101/056465,15,0,0
10.1101/056473,-9,0,0
10.1101/056473,-8,0,0
10.1101/056473,-7,0,0
10.1101/056473,-6,0,0
10.1101/056473,-5,0,0
10.1101/056473,-4,0,0
10.1101/056473,-3,0,0
10.1101/056473,-2,0,0
10.1101/056473,-1,0,0
10.1101/056473,0,0,0
10.1101/056473,1,0,0
10.1101/056473,2,0,0
10.1101/056473,3,0,0
10.1101/056473,4,0,0
10.1101/056473,5,0,0
10.1101/056473,6,0,0
10.1101/056473,7,0,0
10.1101/056473,8,0,0
10.1101/056473,9,0,0
10.1101/056515,-12,0,0
10.1101/056515,-11,0,0
10.1101/056515,-10,0,0
10.1101/056515,-9,0,0
10.1101/056515,-8,0,0
10.1101/056515,-7,0,0
10.1101/056515,-6,0,0
10.1101/056515,-5,0,0
10.1101/056515,-4,0,0
10.1101/056515,-3,0,0
10.1101/056515,-2,0,0
10.1101/056515,-1,0,0
10.1101/056515,0,0,0
10.1101/056556,-4,0,0
10.1101/056556,-3,0,0
10.1101/056556,-2,0,0
10.1101/056556,-1,0,0
10.1101/056556,0,0,0
10.1101/056556,1,0,0
10.1101/056556,2,0,0
10.1101/056556,3,0,0
10.1101/056556,4,0,0
10.1101/056556,5,0,0
10.1101/056556,6,0,0
10.1101/056556,7,0,0
10.1101/056556,8,0,0
10.1101/056556,9,0,0
10.1101/056556,10,0,0
10.1101/056556,11,0,0
10.1101/056556,12,0,0
10.1101/056556,13,0,0
10.1101/056556,14,0,0
10.1101/056572,-4,0,0
10.1101/056572,-3,0,0
10.1101/056572,-2,0,0
10.1101/056572,-1,0,0
10.1101/056572,0,0,0
10.1101/056572,1,0,0
10.1101/056572,2,0,0
10.1101/056572,3,0,0
10.1101/056572,4,0,0
10.1101/056572,5,0,0
10.1101/056572,6,0,0
10.1101/056572,7,0,0
10.1101/056572,8,0,0
10.1101/056572,9,0,0
10.1101/056572,10,0,0
10.1101/056572,11,0,0
10.1101/056572,12,0,0
10.1101/056572,13,0,0
10.1101/056572,14,0,0
10.1101/056598,-5,0,0
10.1101/056598,-4,0,0
10.1101/056598,-3,0,0
10.1101/056598,-2,0,0
10.1101/056598,-1,0,0
10.1101/056598,0,0,0
10.1101/056598,1,0,0
10.1101/056598,2,0,0
10.1101/056598,3,0,0
10.1101/056598,4,0,0
10.1101/056598,5,0,0
10.1101/056598,6,0,0
10.1101/056598,7,0,0
10.1101/056598,8,0,0
10.1101/056598,9,0,0
10.1101/056598,10,0,0
10.1101/056598,11,0,0
10.1101/056598,12,0,0
10.1101/056598,13,0,0
10.1101/056614,-9,0,0
10.1101/056614,-8,0,0
10.1101/056614,-7,0,0
10.1101/056614,-6,0,0
10.1101/056614,-5,0,0
10.1101/056614,-4,0,0
10.1101/056614,-3,0,0
10.1101/056614,-2,0,0
10.1101/056614,-1,0,0
10.1101/056614,0,0,0
10.1101/056614,1,0,0
10.1101/056614,2,0,0
10.1101/056614,3,0,0
10.1101/056614,4,0,0
10.1101/056614,5,0,0
10.1101/056614,6,0,0
10.1101/056614,7,0,0
10.1101/056614,8,0,0
10.1101/056614,9,0,0
10.1101/056630,-10,0,0
10.1101/056630,-9,0,0
10.1101/056630,-8,0,0
10.1101/056630,-7,0,0
10.1101/056630,-6,0,0
10.1101/056630,-5,0,0
10.1101/056630,-4,0,0
10.1101/056630,-3,0,0
10.1101/056630,-2,0,0
10.1101/056630,-1,0,0
10.1101/056630,0,0,0
10.1101/056630,1,0,0
10.1101/056630,2,0,0
10.1101/056630,3,0,0
10.1101/056630,4,0,0
10.1101/056630,5,0,0
10.1101/056630,6,0,0
10.1101/056630,7,0,0
10.1101/056630,8,1,0.6931471805599453
10.1101/056648,-10,0,0
10.1101/056648,-9,0,0
10.1101/056648,-8,0,0
10.1101/056648,-7,0,0
10.1101/056648,-6,0,0
10.1101/056648,-5,0,0
10.1101/056648,-4,0,0
10.1101/056648,-3,0,0
10.1101/056648,-2,0,0
10.1101/056648,-1,0,0
10.1101/056648,0,2,1.0986122886681098
10.1101/056648,1,0,0
10.1101/056648,2,0,0
10.1101/056648,3,0,0
10.1101/056648,4,0,0
10.1101/056648,5,0,0
10.1101/056648,6,0,0
10.1101/056648,7,0,0
10.1101/056648,8,0,0
10.1101/056655,-3,0,0
10.1101/056655,-2,0,0
10.1101/056655,-1,0,0
10.1101/056655,0,0,0
10.1101/056655,1,0,0
10.1101/056655,2,0,0
10.1101/056655,3,0,0
10.1101/056655,4,0,0
10.1101/056655,5,0,0
10.1101/056655,6,0,0
10.1101/056655,7,0,0
10.1101/056655,8,0,0
10.1101/056655,9,0,0
10.1101/056655,10,0,0
10.1101/056655,11,0,0
10.1101/056655,12,0,0
10.1101/056655,13,0,0
10.1101/056655,14,0,0
10.1101/056655,15,0,0
10.1101/056663,-6,0,0
10.1101/056663,-5,0,0
10.1101/056663,-4,0,0
10.1101/056663,-3,0,0
10.1101/056663,-2,0,0
10.1101/056663,-1,0,0
10.1101/056663,0,0,0
10.1101/056663,1,0,0
10.1101/056663,2,0,0
10.1101/056663,3,0,0
10.1101/056663,4,0,0
10.1101/056663,5,0,0
10.1101/056663,6,0,0
10.1101/056663,7,0,0
10.1101/056663,8,0,0
10.1101/056663,9,0,0
10.1101/056663,10,0,0
10.1101/056663,11,0,0
10.1101/056663,12,0,0
10.1101/056671,-3,0,0
10.1101/056671,-2,0,0
10.1101/056671,-1,0,0
10.1101/056671,0,0,0
10.1101/056671,1,0,0
10.1101/056671,2,0,0
10.1101/056671,3,0,0
10.1101/056671,4,0,0
10.1101/056671,5,0,0
10.1101/056671,6,0,0
10.1101/056671,7,0,0
10.1101/056671,8,0,0
10.1101/056671,9,0,0
10.1101/056671,10,0,0
10.1101/056671,11,0,0
10.1101/056671,12,0,0
10.1101/056671,13,0,0
10.1101/056671,14,0,0
10.1101/056671,15,0,0
10.1101/056762,-3,0,0
10.1101/056762,-2,0,0
10.1101/056762,-1,0,0
10.1101/056762,0,0,0
10.1101/056762,1,0,0
10.1101/056762,2,0,0
10.1101/056762,3,0,0
10.1101/056762,4,0,0
10.1101/056762,5,0,0
10.1101/056762,6,0,0
10.1101/056762,7,0,0
10.1101/056762,8,0,0
10.1101/056762,9,0,0
10.1101/056762,10,0,0
10.1101/056762,11,0,0
10.1101/056762,12,0,0
10.1101/056762,13,0,0
10.1101/056762,14,0,0
10.1101/056762,15,0,0
10.1101/056770,-5,0,0
10.1101/056770,-4,0,0
10.1101/056770,-3,0,0
10.1101/056770,-2,0,0
10.1101/056770,-1,0,0
10.1101/056770,0,0,0
10.1101/056770,1,0,0
10.1101/056770,2,0,0
10.1101/056770,3,0,0
10.1101/056770,4,0,0
10.1101/056770,5,0,0
10.1101/056770,6,0,0
10.1101/056770,7,0,0
10.1101/056770,8,0,0
10.1101/056770,9,0,0
10.1101/056770,10,0,0
10.1101/056770,11,0,0
10.1101/056770,12,0,0
10.1101/056770,13,0,0
10.1101/056788,-7,0,0
10.1101/056788,-6,0,0
10.1101/056788,-5,0,0
10.1101/056788,-4,0,0
10.1101/056788,-3,0,0
10.1101/056788,-2,0,0
10.1101/056788,-1,0,0
10.1101/056788,0,0,0
10.1101/056788,1,0,0
10.1101/056788,2,0,0
10.1101/056788,3,0,0
10.1101/056788,4,1,0.6931471805599453
10.1101/056788,5,0,0
10.1101/056788,6,0,0
10.1101/056788,7,0,0
10.1101/056788,8,0,0
10.1101/056788,9,0,0
10.1101/056788,10,0,0
10.1101/056788,11,0,0
10.1101/056796,-9,0,0
10.1101/056796,-8,0,0
10.1101/056796,-7,0,0
10.1101/056796,-6,0,0
10.1101/056796,-5,0,0
10.1101/056796,-4,0,0
10.1101/056796,-3,0,0
10.1101/056796,-2,0,0
10.1101/056796,-1,0,0
10.1101/056796,0,0,0
10.1101/056796,1,0,0
10.1101/056796,2,0,0
10.1101/056796,3,0,0
10.1101/056796,4,0,0
10.1101/056796,5,0,0
10.1101/056796,6,0,0
10.1101/056796,7,0,0
10.1101/056796,8,0,0
10.1101/056796,9,0,0
10.1101/056838,-8,0,0
10.1101/056838,-7,0,0
10.1101/056838,-6,0,0
10.1101/056838,-5,0,0
10.1101/056838,-4,0,0
10.1101/056838,-3,0,0
10.1101/056838,-2,0,0
10.1101/056838,-1,0,0
10.1101/056838,0,0,0
10.1101/056838,1,0,0
10.1101/056838,2,0,0
10.1101/056838,3,0,0
10.1101/056838,4,0,0
10.1101/056838,5,0,0
10.1101/056838,6,0,0
10.1101/056838,7,0,0
10.1101/056838,8,0,0
10.1101/056838,9,0,0
10.1101/056838,10,0,0
10.1101/056853,-12,0,0
10.1101/056853,-11,0,0
10.1101/056853,-10,0,0
10.1101/056853,-9,0,0
10.1101/056853,-8,0,0
10.1101/056853,-7,0,0
10.1101/056853,-6,0,0
10.1101/056853,-5,0,0
10.1101/056853,-4,0,0
10.1101/056853,-3,0,0
10.1101/056853,-2,0,0
10.1101/056853,-1,0,0
10.1101/056853,0,0,0
10.1101/056853,1,0,0
10.1101/056853,2,0,0
10.1101/056853,3,0,0
10.1101/056853,4,0,0
10.1101/056887,-4,0,0
10.1101/056887,-3,0,0
10.1101/056887,-2,0,0
10.1101/056887,-1,0,0
10.1101/056887,0,0,0
10.1101/056887,1,0,0
10.1101/056887,2,0,0
10.1101/056887,3,1,0.6931471805599453
10.1101/056887,4,0,0
10.1101/056887,5,0,0
10.1101/056887,6,0,0
10.1101/056887,7,0,0
10.1101/056887,8,0,0
10.1101/056887,9,0,0
10.1101/056887,10,0,0
10.1101/056887,11,0,0
10.1101/056887,12,0,0
10.1101/056887,13,1,0.6931471805599453
10.1101/056887,14,1,0.6931471805599453
10.1101/056937,1,0,0
10.1101/056937,2,0,0
10.1101/056937,3,0,0
10.1101/056937,4,0,0
10.1101/056937,5,0,0
10.1101/056937,6,0,0
10.1101/056937,7,0,0
10.1101/056937,8,0,0
10.1101/056937,9,0,0
10.1101/056937,10,0,0
10.1101/056937,11,0,0
10.1101/056937,12,0,0
10.1101/056937,13,0,0
10.1101/056937,14,0,0
10.1101/056937,15,0,0
10.1101/056937,16,0,0
10.1101/056937,17,0,0
10.1101/056937,18,0,0
10.1101/056937,19,0,0
10.1101/056945,-7,0,0
10.1101/056945,-6,0,0
10.1101/056945,-5,0,0
10.1101/056945,-4,0,0
10.1101/056945,-3,0,0
10.1101/056945,-2,0,0
10.1101/056945,-1,0,0
10.1101/056945,0,0,0
10.1101/056945,1,0,0
10.1101/056945,2,0,0
10.1101/056945,3,0,0
10.1101/056945,4,0,0
10.1101/056945,5,0,0
10.1101/056945,6,0,0
10.1101/056945,7,0,0
10.1101/056945,8,0,0
10.1101/056945,9,0,0
10.1101/056945,10,0,0
10.1101/056945,11,0,0
10.1101/056986,-9,0,0
10.1101/056986,-8,0,0
10.1101/056986,-7,0,0
10.1101/056986,-6,0,0
10.1101/056986,-5,0,0
10.1101/056986,-4,0,0
10.1101/056986,-3,0,0
10.1101/056986,-2,0,0
10.1101/056986,-1,0,0
10.1101/056986,0,0,0
10.1101/056986,1,0,0
10.1101/056986,2,0,0
10.1101/056986,3,0,0
10.1101/056986,4,0,0
10.1101/056986,5,0,0
10.1101/056986,6,0,0
10.1101/056986,7,0,0
10.1101/056986,8,0,0
10.1101/056986,9,0,0
10.1101/057042,-5,0,0
10.1101/057042,-4,0,0
10.1101/057042,-3,0,0
10.1101/057042,-2,0,0
10.1101/057042,-1,0,0
10.1101/057042,0,0,0
10.1101/057042,1,0,0
10.1101/057042,2,0,0
10.1101/057042,3,0,0
10.1101/057042,4,0,0
10.1101/057042,5,0,0
10.1101/057042,6,0,0
10.1101/057042,7,0,0
10.1101/057042,8,0,0
10.1101/057042,9,0,0
10.1101/057042,10,0,0
10.1101/057042,11,0,0
10.1101/057042,12,0,0
10.1101/057042,13,0,0
10.1101/057083,-10,0,0
10.1101/057083,-9,0,0
10.1101/057083,-8,0,0
10.1101/057083,-7,0,0
10.1101/057083,-6,0,0
10.1101/057083,-5,0,0
10.1101/057083,-4,0,0
10.1101/057083,-3,0,0
10.1101/057083,-2,0,0
10.1101/057083,-1,0,0
10.1101/057083,0,0,0
10.1101/057083,1,0,0
10.1101/057083,2,0,0
10.1101/057083,3,0,0
10.1101/057083,4,0,0
10.1101/057083,5,0,0
10.1101/057083,6,0,0
10.1101/057083,7,0,0
10.1101/057083,8,0,0
10.1101/057091,-12,0,0
10.1101/057091,-11,0,0
10.1101/057091,-10,0,0
10.1101/057091,-9,0,0
10.1101/057091,-8,1,0.6931471805599453
10.1101/057091,-7,0,0
10.1101/057091,-6,0,0
10.1101/057091,-5,0,0
10.1101/057091,-4,0,0
10.1101/057091,-3,0,0
10.1101/057091,-2,0,0
10.1101/057091,-1,0,0
10.1101/057091,0,0,0
10.1101/057091,1,0,0
10.1101/057117,-10,0,0
10.1101/057117,-9,0,0
10.1101/057117,-8,0,0
10.1101/057117,-7,0,0
10.1101/057117,-6,0,0
10.1101/057117,-5,0,0
10.1101/057117,-4,0,0
10.1101/057117,-3,0,0
10.1101/057117,-2,0,0
10.1101/057117,-1,0,0
10.1101/057117,0,0,0
10.1101/057117,1,0,0
10.1101/057117,2,0,0
10.1101/057117,3,0,0
10.1101/057117,4,0,0
10.1101/057117,5,0,0
10.1101/057117,6,0,0
10.1101/057117,7,0,0
10.1101/057117,8,0,0
10.1101/057166,-1,0,0
10.1101/057166,0,0,0
10.1101/057166,1,0,0
10.1101/057166,2,0,0
10.1101/057166,3,0,0
10.1101/057166,4,0,0
10.1101/057166,5,0,0
10.1101/057166,6,0,0
10.1101/057166,7,0,0
10.1101/057166,8,0,0
10.1101/057166,9,0,0
10.1101/057166,10,0,0
10.1101/057166,11,0,0
10.1101/057166,12,0,0
10.1101/057166,13,0,0
10.1101/057166,14,0,0
10.1101/057166,15,0,0
10.1101/057166,16,0,0
10.1101/057166,17,0,0
10.1101/057174,-12,0,0
10.1101/057174,-11,0,0
10.1101/057174,-10,0,0
10.1101/057174,-9,0,0
10.1101/057174,-8,0,0
10.1101/057174,-7,0,0
10.1101/057174,-6,0,0
10.1101/057174,-5,0,0
10.1101/057174,-4,0,0
10.1101/057174,-3,0,0
10.1101/057174,-2,0,0
10.1101/057174,-1,0,0
10.1101/057174,0,0,0
10.1101/057182,-4,0,0
10.1101/057182,-3,0,0
10.1101/057182,-2,0,0
10.1101/057182,-1,0,0
10.1101/057182,0,0,0
10.1101/057182,1,0,0
10.1101/057182,2,0,0
10.1101/057182,3,0,0
10.1101/057182,4,0,0
10.1101/057182,5,0,0
10.1101/057182,6,0,0
10.1101/057182,7,0,0
10.1101/057182,8,0,0
10.1101/057182,9,0,0
10.1101/057182,10,0,0
10.1101/057182,11,0,0
10.1101/057182,12,0,0
10.1101/057182,13,0,0
10.1101/057182,14,0,0
10.1101/057224,-6,0,0
10.1101/057224,-5,0,0
10.1101/057224,-4,0,0
10.1101/057224,-3,0,0
10.1101/057224,-2,0,0
10.1101/057224,-1,0,0
10.1101/057224,0,0,0
10.1101/057224,1,0,0
10.1101/057224,2,0,0
10.1101/057224,3,0,0
10.1101/057224,4,0,0
10.1101/057224,5,0,0
10.1101/057224,6,0,0
10.1101/057224,7,0,0
10.1101/057224,8,0,0
10.1101/057224,9,0,0
10.1101/057224,10,0,0
10.1101/057224,11,0,0
10.1101/057224,12,0,0
10.1101/057232,-8,0,0
10.1101/057232,-7,0,0
10.1101/057232,-6,0,0
10.1101/057232,-5,0,0
10.1101/057232,-4,0,0
10.1101/057232,-3,0,0
10.1101/057232,-2,0,0
10.1101/057232,-1,0,0
10.1101/057232,0,0,0
10.1101/057232,1,0,0
10.1101/057232,2,0,0
10.1101/057232,3,0,0
10.1101/057232,4,0,0
10.1101/057232,5,0,0
10.1101/057232,6,0,0
10.1101/057232,7,0,0
10.1101/057232,8,0,0
10.1101/057232,9,0,0
10.1101/057232,10,0,0
10.1101/057257,-2,0,0
10.1101/057257,-1,0,0
10.1101/057257,0,0,0
10.1101/057257,1,0,0
10.1101/057257,2,0,0
10.1101/057257,3,0,0
10.1101/057257,4,0,0
10.1101/057257,5,0,0
10.1101/057257,6,0,0
10.1101/057257,7,0,0
10.1101/057257,8,0,0
10.1101/057257,9,0,0
10.1101/057257,10,0,0
10.1101/057257,11,0,0
10.1101/057257,12,0,0
10.1101/057257,13,0,0
10.1101/057257,14,0,0
10.1101/057257,15,0,0
10.1101/057257,16,0,0
